# Labels for CHK002 (unused dependency) / CHK003 (missing dependency) findings
# on the §17 OSS validation set. `fp`/`tp` are ground truth; `deferred` records
# heuristic triage that still needs validation.
#
# Tab-separated columns (lines starting with # and blank lines are ignored):
#   slug          project slug from scripts/oss-clones.manifest
#   code          CHK002 | CHK003
#   target        stable JSON target field (was distribution for dep rules)
#   verdict       fp | tp | deferred
#   bucket        root-cause bucket for CHK003 fp or deferred; use - otherwise
#   note          short justification (how it was verified)
#
# Bucket vocabulary (CHK003 fp/deferred): map-gap | workspace-boundary | optional-import |
# dev-context | transitive-policy | metadata-gap
#
# scripts/oss-metrics.sh matches findings on (slug, code, target).
# Unlabeled findings are unknown; unknown and deferred block CHK002 FP gate.
#
# slug	code	target	verdict	bucket	note
fastapi	CHK003	fastapi/concurrency.py:anyio	deferred	transitive-policy	deferred: no lockfile — declaration/transitive boundary needs validation
fastapi	CHK003	fastapi/concurrency.py:anyio	deferred	transitive-policy	deferred: no lockfile — declaration/transitive boundary needs validation
fastapi	CHK003	fastapi/dependencies/utils.py:anyio	deferred	transitive-policy	deferred: no lockfile — declaration/transitive boundary needs validation
fastapi	CHK003	tests/test_tutorial/test_additional_responses/test_tutorial001.py:docs_src.additional_responses.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_additional_responses/test_tutorial002.py:docs_src.additional_responses.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_additional_responses/test_tutorial003.py:docs_src.additional_responses.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_additional_responses/test_tutorial004.py:docs_src.additional_responses.tutorial004	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_additional_status_codes/test_tutorial001.py:docs_src.additional_status_codes.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_additional_status_codes/test_tutorial001_an.py:docs_src.additional_status_codes.tutorial001_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_additional_status_codes/test_tutorial001_an_py310.py:docs_src.additional_status_codes.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_additional_status_codes/test_tutorial001_an_py39.py:docs_src.additional_status_codes.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_additional_status_codes/test_tutorial001_py310.py:docs_src.additional_status_codes.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_advanced_middleware/test_tutorial001.py:docs_src.advanced_middleware.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_advanced_middleware/test_tutorial002.py:docs_src.advanced_middleware.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_advanced_middleware/test_tutorial003.py:docs_src.advanced_middleware.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_async_sql_databases/test_tutorial001.py:docs_src.async_sql_databases.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_async_tests/test_main.py:docs_src.async_tests.test_main	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_background_tasks/test_tutorial001.py:docs_src.background_tasks.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_background_tasks/test_tutorial002.py:docs_src.background_tasks.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_background_tasks/test_tutorial002_an.py:docs_src.background_tasks.tutorial002_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_background_tasks/test_tutorial002_an_py310.py:docs_src.background_tasks.tutorial002_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_background_tasks/test_tutorial002_an_py39.py:docs_src.background_tasks.tutorial002_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_background_tasks/test_tutorial002_py310.py:docs_src.background_tasks.tutorial002_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_behind_a_proxy/test_tutorial001.py:docs_src.behind_a_proxy.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_behind_a_proxy/test_tutorial002.py:docs_src.behind_a_proxy.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_behind_a_proxy/test_tutorial003.py:docs_src.behind_a_proxy.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_behind_a_proxy/test_tutorial004.py:docs_src.behind_a_proxy.tutorial004	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_bigger_applications/test_main.py:docs_src.bigger_applications.app.main	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_bigger_applications/test_main_an.py:docs_src.bigger_applications.app_an.main	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_bigger_applications/test_main_an_py39.py:docs_src.bigger_applications.app_an_py39.main	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body/test_tutorial001.py:docs_src.body.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body/test_tutorial001_py310.py:docs_src.body.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_fields/test_tutorial001.py:docs_src.body_fields.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_fields/test_tutorial001_an.py:docs_src.body_fields.tutorial001_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_fields/test_tutorial001_an_py310.py:docs_src.body_fields.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_fields/test_tutorial001_an_py39.py:docs_src.body_fields.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_fields/test_tutorial001_py310.py:docs_src.body_fields.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_multiple_params/test_tutorial001.py:docs_src.body_multiple_params.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_multiple_params/test_tutorial001_an.py:docs_src.body_multiple_params.tutorial001_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_multiple_params/test_tutorial001_an_py310.py:docs_src.body_multiple_params.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_multiple_params/test_tutorial001_an_py39.py:docs_src.body_multiple_params.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_multiple_params/test_tutorial001_py310.py:docs_src.body_multiple_params.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_multiple_params/test_tutorial003.py:docs_src.body_multiple_params.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_multiple_params/test_tutorial003_an.py:docs_src.body_multiple_params.tutorial003_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_multiple_params/test_tutorial003_an_py310.py:docs_src.body_multiple_params.tutorial003_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_multiple_params/test_tutorial003_an_py39.py:docs_src.body_multiple_params.tutorial003_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_multiple_params/test_tutorial003_py310.py:docs_src.body_multiple_params.tutorial003_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_nested_models/test_tutorial009.py:docs_src.body_nested_models.tutorial009	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_nested_models/test_tutorial009_py39.py:docs_src.body_nested_models.tutorial009_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_updates/test_tutorial001.py:docs_src.body_updates.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_updates/test_tutorial001_py310.py:docs_src.body_updates.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_body_updates/test_tutorial001_py39.py:docs_src.body_updates.tutorial001_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_conditional_openapi/test_tutorial001.py:docs_src.conditional_openapi	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_configure_swagger_ui/test_tutorial001.py:docs_src.configure_swagger_ui.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_configure_swagger_ui/test_tutorial002.py:docs_src.configure_swagger_ui.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_configure_swagger_ui/test_tutorial003.py:docs_src.configure_swagger_ui.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_cookie_params/test_tutorial001.py:docs_src.cookie_params.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_cookie_params/test_tutorial001_an.py:docs_src.cookie_params.tutorial001_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_cookie_params/test_tutorial001_an_py310.py:docs_src.cookie_params.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_cookie_params/test_tutorial001_an_py310.py:docs_src.cookie_params.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_cookie_params/test_tutorial001_an_py39.py:docs_src.cookie_params.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_cookie_params/test_tutorial001_an_py39.py:docs_src.cookie_params.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_cookie_params/test_tutorial001_py310.py:docs_src.cookie_params.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_cookie_params/test_tutorial001_py310.py:docs_src.cookie_params.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_cors/test_tutorial001.py:docs_src.cors.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_docs_ui/test_tutorial001.py:docs_src.custom_docs_ui.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_docs_ui/test_tutorial002.py:docs_src.custom_docs_ui.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_request_and_route/test_tutorial001.py:docs_src.custom_request_and_route.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_request_and_route/test_tutorial002.py:docs_src.custom_request_and_route.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_request_and_route/test_tutorial003.py:docs_src.custom_request_and_route.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial001.py:docs_src.custom_response.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial001b.py:docs_src.custom_response.tutorial001b	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial004.py:docs_src.custom_response.tutorial004	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial005.py:docs_src.custom_response.tutorial005	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial006.py:docs_src.custom_response.tutorial006	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial006b.py:docs_src.custom_response.tutorial006b	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial006c.py:docs_src.custom_response.tutorial006c	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial007.py:docs_src.custom_response.tutorial007	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial008.py:docs_src.custom_response	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial008.py:docs_src.custom_response.tutorial008	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial009.py:docs_src.custom_response	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial009.py:docs_src.custom_response.tutorial009	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial009b.py:docs_src.custom_response	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial009b.py:docs_src.custom_response.tutorial009b	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_custom_response/test_tutorial009c.py:docs_src.custom_response.tutorial009c	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dataclasses/test_tutorial001.py:docs_src.dataclasses.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dataclasses/test_tutorial002.py:docs_src.dataclasses.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dataclasses/test_tutorial003.py:docs_src.dataclasses.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial001.py:docs_src.dependencies.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial001_an.py:docs_src.dependencies.tutorial001_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial001_an_py310.py:docs_src.dependencies.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial001_an_py39.py:docs_src.dependencies.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial001_py310.py:docs_src.dependencies.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial004.py:docs_src.dependencies.tutorial004	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial004_an.py:docs_src.dependencies.tutorial004_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial004_an_py310.py:docs_src.dependencies.tutorial004_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial004_an_py39.py:docs_src.dependencies.tutorial004_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial004_py310.py:docs_src.dependencies.tutorial004_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial006.py:docs_src.dependencies.tutorial006	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial006_an.py:docs_src.dependencies.tutorial006_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial006_an_py39.py:docs_src.dependencies.tutorial006_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008b.py:docs_src.dependencies.tutorial008b	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008b_an.py:docs_src.dependencies.tutorial008b_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008b_an_py39.py:docs_src.dependencies.tutorial008b_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008c.py:docs_src.dependencies.tutorial008c	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008c.py:docs_src.dependencies.tutorial008c	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008c_an.py:docs_src.dependencies.tutorial008c_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008c_an.py:docs_src.dependencies.tutorial008c_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008c_an_py39.py:docs_src.dependencies.tutorial008c_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008c_an_py39.py:docs_src.dependencies.tutorial008c_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008d.py:docs_src.dependencies.tutorial008d	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008d.py:docs_src.dependencies.tutorial008d	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008d.py:docs_src.dependencies.tutorial008d	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008d_an.py:docs_src.dependencies.tutorial008d_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008d_an.py:docs_src.dependencies.tutorial008d_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008d_an.py:docs_src.dependencies.tutorial008d_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008d_an_py39.py:docs_src.dependencies.tutorial008d_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008d_an_py39.py:docs_src.dependencies.tutorial008d_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial008d_an_py39.py:docs_src.dependencies.tutorial008d_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial012.py:docs_src.dependencies.tutorial012	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial012_an.py:docs_src.dependencies.tutorial012_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_dependencies/test_tutorial012_an_py39.py:docs_src.dependencies.tutorial012_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_events/test_tutorial001.py:docs_src.events.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_events/test_tutorial002.py:docs_src.events.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_events/test_tutorial003.py:docs_src.events.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_extending_openapi/test_tutorial001.py:docs_src.extending_openapi.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_extra_data_types/test_tutorial001.py:docs_src.extra_data_types.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_extra_data_types/test_tutorial001_an.py:docs_src.extra_data_types.tutorial001_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_extra_data_types/test_tutorial001_an_py310.py:docs_src.extra_data_types.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_extra_data_types/test_tutorial001_an_py39.py:docs_src.extra_data_types.tutorial001_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_extra_data_types/test_tutorial001_py310.py:docs_src.extra_data_types.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_extra_models/test_tutorial003.py:docs_src.extra_models.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_extra_models/test_tutorial003_py310.py:docs_src.extra_models.tutorial003_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_extra_models/test_tutorial004.py:docs_src.extra_models.tutorial004	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_extra_models/test_tutorial004_py39.py:docs_src.extra_models.tutorial004_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_extra_models/test_tutorial005.py:docs_src.extra_models.tutorial005	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_extra_models/test_tutorial005_py39.py:docs_src.extra_models.tutorial005_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_first_steps/test_tutorial001.py:docs_src.first_steps.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_generate_clients/test_tutorial003.py:docs_src.generate_clients.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_handling_errors/test_tutorial001.py:docs_src.handling_errors.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_handling_errors/test_tutorial002.py:docs_src.handling_errors.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_handling_errors/test_tutorial003.py:docs_src.handling_errors.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_handling_errors/test_tutorial004.py:docs_src.handling_errors.tutorial004	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_handling_errors/test_tutorial005.py:docs_src.handling_errors.tutorial005	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_handling_errors/test_tutorial006.py:docs_src.handling_errors.tutorial006	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_header_params/test_tutorial001.py:docs_src.header_params.tutorial001	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_header_params/test_tutorial001_an.py:docs_src.header_params.tutorial001_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_header_params/test_tutorial001_an_py310.py:docs_src.header_params.tutorial001_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_header_params/test_tutorial001_py310.py:docs_src.header_params.tutorial001_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_header_params/test_tutorial002.py:docs_src.header_params.tutorial002	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_header_params/test_tutorial002_an.py:docs_src.header_params.tutorial002_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_header_params/test_tutorial002_an_py310.py:docs_src.header_params.tutorial002_an_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_header_params/test_tutorial002_an_py39.py:docs_src.header_params.tutorial002_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_header_params/test_tutorial002_an_py39.py:docs_src.header_params.tutorial002_an_py39	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_header_params/test_tutorial002_py310.py:docs_src.header_params.tutorial002_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_header_params/test_tutorial002_py310.py:docs_src.header_params.tutorial002_py310	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_header_params/test_tutorial003.py:docs_src.header_params.tutorial003	deferred	dev-context	deferred: verify test/docs/typing dependency policy
fastapi	CHK003	tests/test_tutorial/test_header_params/test_tutorial003_an.py:docs_src.header_params.tutorial003_an	deferred	dev-context	deferred: verify test/docs/typing dependency policy
